Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
"68","'250","France","6621","Arable land","5110","Area","1972","1972","1000 ha","17027.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1973","1973","1000 ha","17096.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1974","1974","1000 ha","17278.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1975","1975","1000 ha","17333.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1976","1976","1000 ha","17131.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1977","1977","1000 ha","17265.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1978","1978","1000 ha","17353.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1979","1979","1000 ha","17401.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1980","1980","1000 ha","17472.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1981","1981","1000 ha","17526.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1982","1982","1000 ha","17651.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1983","1983","1000 ha","17669.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1984","1984","1000 ha","17809.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1985","1985","1000 ha","17923.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1986","1986","1000 ha","17998.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1987","1987","1000 ha","18167.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1988","1988","1000 ha","17813.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1989","1989","1000 ha","17709.900000","A",
"68","'250","France","6621","Arable land","5110","Area","1990","1990","1000 ha","17784.800000","A",
"68","'250","France","6621","Arable land","5110","Area","1991","1991","1000 ha","17831.300000","A",
"68","'250","France","6621","Arable land","5110","Area","1992","1992","1000 ha","17846.900000","A",
"68","'250","France","6621","Arable land","5110","Area","1993","1993","1000 ha","18033.800000","A",
"68","'250","France","6621","Arable land","5110","Area","1994","1994","1000 ha","18096.200000","A",
"68","'250","France","6621","Arable land","5110","Area","1995","1995","1000 ha","18173.100000","A",
"68","'250","France","6621","Arable land","5110","Area","1996","1996","1000 ha","18205.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1997","1997","1000 ha","18270.100000","A",
"68","'250","France","6621","Arable land","5110","Area","1998","1998","1000 ha","18318.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1999","1999","1000 ha","18353.100000","A",
"68","'250","France","6621","Arable land","5110","Area","2000","2000","1000 ha","18354.400000","A",
"68","'250","France","6621","Arable land","5110","Area","2001","2001","1000 ha","18345.900000","A",
"68","'250","France","6621","Arable land","5110","Area","2002","2002","1000 ha","18371.500000","A",
"68","'250","France","6621","Arable land","5110","Area","2003","2003","1000 ha","18354.800000","A",
"68","'250","France","6621","Arable land","5110","Area","2004","2004","1000 ha","18368.000000","A",
"68","'250","France","6621","Arable land","5110","Area","2005","2005","1000 ha","18377.600000","A",
"68","'250","France","6621","Arable land","5110","Area","2006","2006","1000 ha","18339.000000","A",
"68","'250","France","6621","Arable land","5110","Area","2007","2007","1000 ha","18286.200000","A",
"68","'250","France","6621","Arable land","5110","Area","2008","2008","1000 ha","18268.700000","A",
"68","'250","France","6621","Arable land","5110","Area","2009","2009","1000 ha","18256.200000","A",
"68","'250","France","6621","Arable land","5110","Area","2010","2010","1000 ha","18300.700000","A",
"68","'250","France","6621","Arable land","5110","Area","2011","2011","1000 ha","18274.400000","A",
"68","'250","France","6621","Arable land","5110","Area","2012","2012","1000 ha","18281.700000","A",
"68","'250","France","6621","Arable land","5110","Area","2013","2013","1000 ha","18305.700000","A",
"68","'250","France","6621","Arable land","5110","Area","2014","2014","1000 ha","18333.100000","A",
"68","'250","France","6621","Arable land","5110","Area","2015","2015","1000 ha","18478.700000","A",
"68","'250","France","6621","Arable land","5110","Area","2016","2016","1000 ha","18355.916000","A",
"68","'250","France","6621","Arable land","5110","Area","2017","2017","1000 ha","18464.367000","I",
"68","'250","France","6621","Arable land","5110","Area","2018","2018","1000 ha","18126.400000","I",
"68","'250","France","6621","Arable land","5110","Area","2019","2019","1000 ha","17942.785500","A",
"68","'250","France","6621","Arable land","5110","Area","2020","2020","1000 ha","16984.666000","B",
"68","'250","France","6621","Arable land","5110","Area","2021","2021","1000 ha","17010.435000","A",
"68","'250","France","6621","Arable land","5110","Area","2022","2022","1000 ha","16990.355000","A",
"68","'250","France","6621","Arable land","5110","Area","2023","2023","1000 ha","16899.246000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1961","1961","%","56.760000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1962","1962","%","56.710000","E",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1963","1963","%","56.630000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1964","1964","%","55.930000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1965","1965","%","55.280000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1966","1966","%","54.550000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1967","1967","%","53.750000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1968","1968","%","52.980000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1969","1969","%","52.950000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1970","1970","%","53.600000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1971","1971","%","52.280000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1972","1972","%","52.370000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1973","1973","%","52.670000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1974","1974","%","53.260000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1975","1975","%","53.570000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1976","1976","%","53.500000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1977","1977","%","54.110000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1978","1978","%","54.290000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1979","1979","%","54.660000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1980","1980","%","55.080000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1981","1981","%","55.310000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1982","1982","%","55.780000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1983","1983","%","55.980000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1984","1984","%","56.520000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1985","1985","%","57.000000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1986","1986","%","57.330000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1987","1987","%","57.940000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1988","1988","%","57.780000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1989","1989","%","57.610000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1990","1990","%","58.130000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1991","1991","%","58.490000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1992","1992","%","58.740000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1993","1993","%","59.530000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1994","1994","%","59.910000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1995","1995","%","60.280000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1996","1996","%","60.490000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1997","1997","%","60.820000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1998","1998","%","61.100000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","1999","1999","%","61.320000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2000","2000","%","61.580000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2001","2001","%","61.740000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2002","2002","%","62.040000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2003","2003","%","62.150000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2004","2004","%","62.350000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2005","2005","%","62.530000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2006","2006","%","62.560000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2007","2007","%","62.610000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2008","2008","%","62.760000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2009","2009","%","62.910000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2010","2010","%","63.270000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2011","2011","%","63.280000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2012","2012","%","63.380000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2013","2013","%","63.620000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2014","2014","%","63.730000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2015","2015","%","64.330000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2016","2016","%","63.920000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2017","2017","%","64.340000","E",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2018","2018","%","63.250000","E",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2019","2019","%","62.920000","E",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2020","2020","%","59.770000","E",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2021","2021","%","59.840000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2022","2022","%","59.850000","A",
"68","'250","France","6621","Arable land","7208","Share in Agricultural land","2023","2023","%","59.720000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","1961","1961","1000 ha","23628.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1962","1962","1000 ha","24157.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1963","1963","1000 ha","24687.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1964","1964","1000 ha","25216.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1965","1965","1000 ha","25745.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1966","1966","1000 ha","26274.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1967","1967","1000 ha","26803.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1968","1968","1000 ha","27332.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1969","1969","1000 ha","27861.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1970","1970","1000 ha","28206.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1971","1971","1000 ha","29329.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1972","1972","1000 ha","30452.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1973","1973","1000 ha","31574.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1974","1974","1000 ha","32697.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1975","1975","1000 ha","33822.000000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","1976","1976","1000 ha","36567.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1977","1977","1000 ha","39311.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1978","1978","1000 ha","42056.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1979","1979","1000 ha","44800.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1980","1980","1000 ha","47546.208000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","1981","1981","1000 ha","48543.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1982","1982","1000 ha","49540.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1983","1983","1000 ha","50537.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1984","1984","1000 ha","51534.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1985","1985","1000 ha","52907.707000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","1986","1986","1000 ha","51794.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1987","1987","1000 ha","50681.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1988","1988","1000 ha","49567.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1989","1989","1000 ha","48454.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1990","1990","1000 ha","47340.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1991","1991","1000 ha","46226.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1992","1992","1000 ha","45113.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1993","1993","1000 ha","43999.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1994","1994","1000 ha","42886.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1995","1995","1000 ha","42563.000000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","1996","1996","1000 ha","43140.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1997","1997","1000 ha","43717.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1998","1998","1000 ha","44294.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","1999","1999","1000 ha","44871.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2000","2000","1000 ha","45448.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2001","2001","1000 ha","46025.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2002","2002","1000 ha","46602.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2003","2003","1000 ha","47179.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2004","2004","1000 ha","47756.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2005","2005","1000 ha","48333.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2006","2006","1000 ha","48914.000000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","2007","2007","1000 ha","49537.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2008","2008","1000 ha","50159.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2009","2009","1000 ha","50782.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2010","2010","1000 ha","51405.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2011","2011","1000 ha","52027.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2012","2012","1000 ha","52650.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2013","2013","1000 ha","53272.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2014","2014","1000 ha","53895.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2015","2015","1000 ha","54518.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2016","2016","1000 ha","55140.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2017","2017","1000 ha","55762.000000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","2018","2018","1000 ha","55738.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2019","2019","1000 ha","55714.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2020","2020","1000 ha","55690.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2021","2021","1000 ha","55666.000000","I",
"21","'076","Brazil","6621","Arable land","5110","Area","2022","2022","1000 ha","55642.000000","A",
"21","'076","Brazil","6621","Arable land","5110","Area","2023","2023","1000 ha","55642.000000","I",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1961","1961","%","15.050000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1962","1962","%","15.040000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1963","1963","%","15.020000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1964","1964","%","15.000000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1965","1965","%","14.990000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1966","1966","%","14.970000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1967","1967","%","14.960000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1968","1968","%","14.940000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1969","1969","%","14.930000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1970","1970","%","14.820000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1971","1971","%","15.130000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1972","1972","%","15.430000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1973","1973","%","15.720000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1974","1974","%","16.000000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1975","1975","%","16.270000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1976","1976","%","17.190000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1977","1977","%","18.060000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1978","1978","%","18.890000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1979","1979","%","19.690000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1980","1980","%","20.450000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1981","1981","%","20.710000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1982","1982","%","20.960000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1983","1983","%","21.220000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1984","1984","%","21.460000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1985","1985","%","21.860000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1986","1986","%","21.530000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1987","1987","%","21.190000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1988","1988","%","20.850000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1989","1989","%","20.500000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1990","1990","%","20.150000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1991","1991","%","19.800000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1992","1992","%","19.440000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1993","1993","%","19.080000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1994","1994","%","18.710000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1995","1995","%","18.680000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1996","1996","%","18.930000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1997","1997","%","19.170000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1998","1998","%","19.420000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","1999","1999","%","19.660000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2000","2000","%","19.910000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2001","2001","%","20.150000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2002","2002","%","20.390000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2003","2003","%","20.640000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2004","2004","%","20.880000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2005","2005","%","21.120000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2006","2006","%","21.360000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2007","2007","%","21.570000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2008","2008","%","21.770000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2009","2009","%","21.970000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2010","2010","%","22.170000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2011","2011","%","22.370000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2012","2012","%","22.570000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2013","2013","%","22.770000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2014","2014","%","22.960000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2015","2015","%","23.160000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2016","2016","%","23.350000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2017","2017","%","23.540000","A",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2018","2018","%","23.530000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2019","2019","%","23.520000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2020","2020","%","23.520000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2021","2021","%","23.510000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2022","2022","%","23.500000","E",
"21","'076","Brazil","6621","Arable land","7208","Share in Agricultural land","2023","2023","%","23.500000","E",
"110","'392","Japan","6621","Arable land","5110","Area","1961","1961","1000 ha","5660.000000","I",
"110","'392","Japan","6621","Arable land","5110","Area","1962","1962","1000 ha","5620.000000","I",
"110","'392","Japan","6621","Arable land","5110","Area","1963","1963","1000 ha","5570.000000","I",
"110","'392","Japan","6621","Arable land","5110","Area","1964","1964","1000 ha","5530.000000","I",
"110","'392","Japan","6621","Arable land","5110","Area","1965","1965","1000 ha","5478.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1966","1966","1000 ha","5453.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1967","1967","1000 ha","5377.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1968","1968","1000 ha","5320.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1969","1969","1000 ha","5162.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1970","1970","1000 ha","5196.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1971","1971","1000 ha","5125.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1972","1972","1000 ha","5057.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1973","1973","1000 ha","5015.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1974","1974","1000 ha","4978.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1975","1975","1000 ha","4945.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1976","1976","1000 ha","4921.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1977","1977","1000 ha","4911.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1978","1978","1000 ha","4898.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1979","1979","1000 ha","4882.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1980","1980","1000 ha","4874.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1981","1981","1000 ha","4861.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1982","1982","1000 ha","4852.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1983","1983","1000 ha","4843.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1984","1984","1000 ha","4836.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1985","1985","1000 ha","4830.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1986","1986","1000 ha","4820.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1987","1987","1000 ha","4814.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1988","1988","1000 ha","4806.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1989","1989","1000 ha","4792.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1990","1990","1000 ha","4768.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1991","1991","1000 ha","4740.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1992","1992","1000 ha","4714.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1993","1993","1000 ha","4685.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1994","1994","1000 ha","4660.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1995","1995","1000 ha","4630.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1996","1996","1000 ha","4602.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1997","1997","1000 ha","4569.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1998","1998","1000 ha","4535.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","1999","1999","1000 ha","4503.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2000","2000","1000 ha","4474.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2001","2001","1000 ha","4444.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2002","2002","1000 ha","4419.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2003","2003","1000 ha","4397.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2004","2004","1000 ha","4379.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2005","2005","1000 ha","4360.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2006","2006","1000 ha","4343.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2007","2007","1000 ha","4326.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2008","2008","1000 ha","4308.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2009","2009","1000 ha","4294.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2010","2010","1000 ha","4282.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2011","2011","1000 ha","4254.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2012","2012","1000 ha","4246.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2013","2013","1000 ha","4238.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2014","2014","1000 ha","4222.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2015","2015","1000 ha","4205.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2016","2016","1000 ha","4184.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2017","2017","1000 ha","4161.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2018","2018","1000 ha","4142.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2019","2019","1000 ha","4124.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2020","2020","1000 ha","4104.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2021","2021","1000 ha","4086.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2022","2022","1000 ha","4066.000000","A",
"110","'392","Japan","6621","Arable land","5110","Area","2023","2023","1000 ha","4044.000000","A",
"110","'392","Japan","6621","Arable land","7208","Share in Agricultural land","1961","1961","%","79.610000","E",
"110","'392","Japan","6621","Arable land","7208","Share in Agricultural land","1962","1962","%","78.930000","E",
